"","type","modified","license","accessrights","bibliographiccitation","references","institutionid","collectionid","datasetid","institutioncode","collectioncode","datasetname","basisofrecord","dynamicproperties","occurrenceid","catalognumber","recordnumber","recordedby","individualcount","sex","lifestage","occurrencestatus","preparations","associatedsequences","othercatalognumbers","occurrenceremarks","organismid","previousidentifications","eventid","eventdate","startdayofyear","enddayofyear","year","month","day","verbatimeventdate","habitat","highergeography","continent","islandgroup","island","country","countrycode","stateprovince","county","locality","verbatimlocality","minimumelevationinmeters","maximumelevationinmeters","verbatimelevation","locationaccordingto","locationremarks","decimallatitude","decimallongitude","geodeticdatum","coordinateuncertaintyinmeters","verbatimcoordinates","verbatimlatitude","verbatimlongitude","verbatimcoordinatesystem","georeferencedby","georeferenceddate","georeferenceprotocol","georeferencesources","georeferenceverificationstatus","identificationqualifier","typestatus","identifiedby","dateidentified","identificationverificationstatus","identificationremarks","scientificname","higherclassification","kingdom","phylum","class","order","family","genus","subgenus","specificepithet","infraspecificepithet","taxonrank","scientificnameauthorship","nomenclaturalcode","lengthinmm","lengthtype","lengthunitsinferred","massing","underivedlifestage","underivedsex","dataset_citation","gbifdatasetid","gbifpublisherid","dataset_contact_email","dataset_contact","dataset_pubdate","lastindexed","migrator_version","hastissue","vntype","haslength","correctedlocality"
"1","PhysicalObject","2015-01-06","CCBY","","Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 0a488928-bde1-441c-abef-4a3235bfac28. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)","http://portal.vertnet.org/o/wam/mamm?id=0a488928-bde1-441c-abef-4a3235bfac28","","","","WAM","MAMM","","PreservedSpecimen","","0a488928-bde1-441c-abef-4a3235bfac28","M33093","","SUYANTO,A.",1,"","","present","","","","","","","","",NA,NA,NA,NA,NA,"","","| Indonesia | SOUTH SULAWESI |  |  |  |  |","Asia","","","Indonesia","ID","SOUTH SULAWESI","","pangkajene district; padang lampe","indonesia | south sulawesi | pangkajene district; padang lampe",NA,NA,"","","",-4.724904,119.609346,"not recorded (forced WGS84)",10000,"","","","","","","","","requires verification","","","","","","","Eonycteris spelaea","|  |  | Chiroptera | Pteropodidae | Eonycteris","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Eonycteris","","spelaea","","species","","ICZN",NA,"",NA,NA,"","","Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)","7c93d290-6c8b-11de-8226-b8a03c50a862","b36f3505-f2d9-499f-a669-fa418a127b9d","OZCAM.CHAFC@gmail.com","OZCAM Webmaster","2015-01-06","2016-07-25","2015-01-05",0,"specimen",0,"pangkajene district; padang lampe"
"673","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222836. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222836","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222836","M-222836","211","G. G. Musser",1,"female","","present","Fluid, Whole Body, With Skin","","","","","","","1973-07-28",209,209,1973,7,28,"1973-07-28","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Thoopterus nigrescens","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Thoopterus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Thoopterus","","nigrescens","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"674","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222841. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222841","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222841","M-222841","199","G. G. Musser",1,"male","","present","","","","","","","","1973-07-28",209,209,1973,7,28,"1973-07-28","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"675","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222842. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222842","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222842","M-222842","200","G. G. Musser",1,"male","","present","Skin Removed, With Skin","","","","","","","1973-07-28",209,209,1973,7,28,"1973-07-28","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"676","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222843. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222843","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222843","M-222843","201","G. G. Musser",1,"female","","present","With Skin","","","","","","","1973-07-28",209,209,1973,7,28,"1973-07-28","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"677","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222844. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222844","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222844","M-222844","202","G. G. Musser",1,"male","","present","With Skin, Skin Removed, Not Mounted","","","","","","","1973-07-28",209,209,1973,7,28,"1973-07-28","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"678","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222845. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222845","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222845","M-222845","203","G. G. Musser",1,"female","","present","Not Mounted","","","","","","","1973-07-28",209,209,1973,7,28,"1973-07-28","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"679","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222849. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222849","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222849","M-222849","244","G. G. Musser",1,"female","","present","Skin Removed, With Skin","","","","","","","1973-07-30",211,211,1973,7,30,"1973-07-30","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"680","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222850. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222850","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222850","M-222850","245","G. G. Musser",1,"female","","present","With Skin","","","","","","","1973-07-30",211,211,1973,7,30,"1973-07-30","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"681","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222853. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222853","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222853","M-222853","288","G. G. Musser",1,"female","","present","With Skin","","","","","","","1973-07-30",211,211,1973,7,30,"1973-07-30","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"682","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222855. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222855","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222855","M-222855","290","G. G. Musser",1,"male","","present","","","","","","","","1973-07-30",211,211,1973,7,30,"1973-07-30","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"683","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222856. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222856","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222856","M-222856","291","G. G. Musser",1,"male","","present","Skin Removed, With Skin, Not Mounted","","","","","","","1973-07-30",211,211,1973,7,30,"1973-07-30","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"684","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222859. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222859","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222859","M-222859","294","G. G. Musser",1,"female","","present","","","","","","","","1973-07-30",211,211,1973,7,30,"1973-07-30","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"685","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222861. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222861","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222861","M-222861","296","G. G. Musser",1,"male","","present","With Skin, Skin Removed","","","","","","","1973-07-30",211,211,1973,7,30,"1973-07-30","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"686","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222862. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222862","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222862","M-222862","297","G. G. Musser",1,"male","","present","Skin Removed","","","","","","","1973-07-30",211,211,1973,7,30,"1973-07-30","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
"687","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-222865. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-222865","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-222865","M-222865","384","G. G. Musser",1,"female","","present","Skin Removed, With Skin, Not Mounted","","","","","","","1973-08-07",219,219,1973,8,7,"1973-08-07","","Eurasia;Indonesia;Sulawesi;SW.shore Lake Lindu;;;;","Eurasia","","","Indonesia","","Sulawesi","sw.shore lake lindu","tomado","eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; eurasia; indonesia; sulawesi; sw.shore lake lindu; ; ; ; ; ; ; tomado",305,305,"1000 ft","","",-1.346752,120.041397,"",NA,"","01 11  S","120 02  E","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"tomado"
